Ngày đăng bài,Tên,Năm sản xuất,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Trạng thái,Nhiên Liệu,Giá
16/10/2025,Toyota Hilux 2.8G 4×4 AT 2021,2021,Nhập khẩu,Bắc Từ Liêm - Hà Nội,Bán tải,90.000 km,Số tự động,Xe cũ,Máy dầu,870 triệu
14/10/2025,Mazda CX-5 2.0 AWD 2014,2014,Trong nước,Chí Linh - Hải Dương,SUV,112.000 km,Số tự động,Xe cũ,Máy xăng,430 triệu
17/10/2025,Mercedes-Benz GLC 300 4Matic 2019,2019,Nhập khẩu,Quận 7 - Tp.HCM,SUV,66.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 050 triệu
06/10/2025,Volvo XC40 B5 AWD Ultimate 2023,2023,Nhập khẩu,Quận 7 - Tp.HCM,SUV,17.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 598 triệu
14/10/2025,Mitsubishi Xpander AT Premium 2022,2022,Trong nước,Chí Linh - Hải Dương,SUV,83.000 km,Số tự động,Xe cũ,Máy xăng,515 triệu
28/09/2025,Mercedes-Benz GLC 200 2022,2022,Trong nước,Quận 7 - Tp.HCM,SUV,27.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 358 triệu
13/10/2025,Mercedes-Benz C200 Avantgarde 2022,2022,Trong nước,Quận 7 - Tp.HCM,Sedan,11.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 198 triệu
09/10/2025,Mercedes-Benz S450L Luxury 2022,2022,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,24.000 km,Số tự động,Xe cũ,Máy xăng,3 tỉ 988 triệu
29/09/2025,Mercedes-Benz C200 Avantgarde 2023,2023,Trong nước,Quận 7 - Tp.HCM,Sedan,3.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 398 triệu
24/09/2025,Kia K140 2016,2016,Trong nước,Đông Anh - Hà Nội,Xe tải,10.000 km,Số sàn,Xe cũ,Máy dầu,240 triệu
03/10/2025,Mazda CX-5 2.0 Premium 2022,2022,Trong nước,Thanh Xuân - Hà Nội,SUV,50.836 km,Số tự động,Xe cũ,Máy xăng,730 triệu
17/10/2025,VinFast LUX SA2.0 Nâng cao 2020,2020,Trong nước,Tân An - Long An,SUV,20.000 km,Số tự động,Xe cũ,Máy xăng,700 triệu
09/10/2025,BMW 330i M Sport 2022,2022,Trong nước,Quận 7 - Tp.HCM,Sedan,18.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 398 triệu
11/10/2025,Toyota Land Cruiser Prado TX-L 2022,2022,Nhập khẩu,Thanh Xuân - Hà Nội,SUV,73.767 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 680 triệu
03/10/2025,Peugeot 5008 1.6L Turbo 2020,2020,Nhập khẩu,Thanh Xuân - Hà Nội,SUV,54.420 km,Số tự động,Xe cũ,Máy xăng,680 triệu
11/10/2025,Ford Everest Titanium 2.0 AT 4x2 2019,2019,Nhập khẩu,Thanh Xuân - Hà Nội,SUV,01 km,Số tự động,Xe cũ,Máy dầu,810 triệu
16/10/2025,Porsche Cayenne  S Hybrid  2023,2023,Nhập khẩu,Gò Vấp - Tp.HCM,SUV,19.000 km,Số tự động,Xe cũ,Hybrid,6 tỉ 399 triệu
24/09/2025,Toyota Fortuner 2.7V 2020,2020,Nhập khẩu,Thanh Xuân - Hà Nội,SUV,66.127 km,Số tự động,Xe cũ,Máy xăng,755 triệu
22/09/2025,Suzuki Super Carry Truck Truck 2011,2011,Trong nước,Đông Anh - Hà Nội,Xe tải,12.000 km,Số sàn,Xe cũ,Máy xăng,95 triệu
18/10/2025,Toyota Fortuner 2.7 V 4X2 AT 2015,2015,Trong nước,Quận 11 - Tp.HCM,SUV,132.800 km,Số tự động,Xe cũ,Máy xăng,409 triệu
03/10/2025,VinFast LUX A2.0 Tiêu chuẩn 2022,2022,Trong nước,Thanh Xuân - Hà Nội,Sedan,48.609 km,Số tự động,Xe cũ,Máy xăng,535 triệu
03/10/2025,Mazda CX-5 2.0 Luxury 2021,2021,Trong nước,Thanh Xuân - Hà Nội,SUV,65.819 km,Số tự động,Xe cũ,Máy xăng,675 triệu
30/09/2025,Mazda 3 1.6 AT 2014,2014,Trong nước,Nam Từ Liêm - Hà Nội,Sedan,50.000 km,Số tự động,Xe cũ,Máy xăng,299 triệu
24/09/2025,Hyundai Accent 1.4 MT Tiêu chuẩn 2022,2022,Trong nước,Tân An - Long An,Sedan,130.000 km,Số sàn,Xe cũ,Máy xăng,325 triệu
17/10/2025,VinFast Fadil Nâng Cao 2020,2020,Trong nước,Tân An - Long An,,28.000 km,Số tự động,Xe cũ,Máy xăng,295 triệu
07/10/2025,Nissan X trail 2.0 SL 2WD Premium 2020,2020,Trong nước,Thanh Xuân - Hà Nội,SUV,01 km,Số tự động,Xe cũ,Máy xăng,610 triệu
12/10/2025,Toyota Fortuner 2.4G 4x2 AT  2024,2024,Trong nước,Cầu Giấy - Hà Nội,SUV,20.000 km,Số tự động,Xe cũ,Máy dầu,1 tỉ 015 triệu
25/09/2025,Lexus RX 350 2021,2021,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,61.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 990 triệu
10/10/2025,Kia K3 1.6AT 2022,2022,Trong nước,Cầu Giấy - Hà Nội,,45.000 km,Số tự động,Xe cũ,Máy xăng,535 triệu
16/10/2025,Mazda 3 1.5 Hatchback 2015,2015,Trong nước,Nam Từ Liêm - Hà Nội,Hatchback,08 km,Số tự động,Xe cũ,Máy xăng,345 triệu
15/10/2025,Mercedes-Benz GLC 200 4Matic 2021,2021,Trong nước,Bình Tân - Tp.HCM,SUV,53.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 389 triệu
18/10/2025,Mercedes-Benz AMG GLB 35 4Matic 2022,2022,Nhập khẩu,Quận 7 - Tp.HCM,SUV,66.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 598 triệu
22/09/2025,Dongben X30 2019,2019,Trong nước,Đông Anh - Hà Nội,Van/Minivan,10.000 km,Số sàn,Xe cũ,Máy xăng,150 triệu
18/10/2025,Mercedes-Benz GLC 300 4Matic 2023,2023,Trong nước,Quận 7 - Tp.HCM,SUV,18.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 338 triệu
14/10/2025,Mercedes-Benz C200 Edition C 2014,2014,Trong nước,Nam Từ Liêm - Hà Nội,Sedan,110.000 km,Số tự động,Xe cũ,Máy xăng,385 triệu
15/10/2025,Mercedes-Benz GLC 200 V1 2021,2021,Trong nước,Quận 7 - Tp.HCM,SUV,55.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 259 triệu
29/09/2025,Hyundai Tucson 2.0 Đặc biệt 2019,2019,Trong nước,Nam Từ Liêm - Hà Nội,SUV,72.000 km,Số tự động,Xe cũ,Máy xăng,585 triệu
03/10/2025,Hyundai Accent 1.4 AT Đặc biệt 2023,2023,Trong nước,Quận 6 - Tp.HCM,Sedan,40.000 km,Số tự động,Xe cũ,Máy xăng,465 triệu
09/10/2025,Hyundai Santa Fe 2.4L Xăng Cao cấp 2023,2023,Trong nước,Quận 6 - Tp.HCM,SUV,76.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 095 triệu
13/10/2025,Hyundai Custin 2.0T-GDi Cao cấp 2023,2023,Nhập khẩu,Quận 6 - Tp.HCM,MPV,20.000 km,Số tự động,Xe cũ,Máy xăng,885 triệu
15/10/2025,Hyundai Elantra 1.6 AT Đặc biệt 2022,2022,Trong nước,Quận 6 - Tp.HCM,Sedan,30.000 km,Số tự động,Xe cũ,Máy xăng,505 triệu
09/10/2025,Suzuki Swift 1.4 AT 2022,2022,Nhập khẩu,Quận 6 - Tp.HCM,Hatchback,8.000 km,Số tự động,Xe cũ,Máy xăng,525 triệu
26/09/2025,Mercedes-Benz C250 Exclusive 2017,2017,Trong nước,Quận 7 - Tp.HCM,Sedan,91 km,Số tự động,Xe cũ,Máy xăng,666 triệu
18/10/2025,Mercedes-Benz GLC 300 4Matic 2017,2017,Nhập khẩu,Quận 7 - Tp.HCM,SUV,66.000 km,Số tự động,Xe cũ,Máy xăng,899 triệu
24/09/2025,Porsche Cayenne 3.6 V6 2014,2014,Nhập khẩu,Quận 7 - Tp.HCM,SUV,92.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 179 triệu
10/10/2025,Toyota Sienna Limited 3.5 AT AWD 2014,2014,Nhập khẩu,Quận 7 - Tp.HCM,SUV,58.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 489 triệu
12/10/2025,BMW 730Li Pure Excellence 2015,2015,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,66.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 399 triệu
25/09/2025,BMW 320i Sport Line 2022,2022,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,42.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 260 triệu
12/10/2025,Porsche Panamera 3.0 V6 2015,2015,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,48.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 590 triệu
12/10/2025,Audi A5 Sportback 2.0 TFSI 2017,2017,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,80.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 039 triệu
13/10/2025,Lexus LX 570 MBS 2015,2015,Nhập khẩu,Quận 7 - Tp.HCM,SUV,115.000 km,Số tự động,Xe cũ,Máy xăng,3 tỉ 190 triệu
12/10/2025,Ford Ranger Wildtrak 3.2 4x4 AT 2017,2017,Nhập khẩu,Quận 5 - Tp.HCM,Bán tải,68.000 km,Số tự động,Xe cũ,Máy xăng,550 triệu
24/09/2025,Mercedes-Benz GLC 200 4Matic 2021,2021,Trong nước,Quận 7 - Tp.HCM,SUV,60.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 399 triệu
13/10/2025,Hyundai Elantra 1.6 AT Đặc biệt 2023,2023,Trong nước,Thanh Xuân - Hà Nội,Sedan,16.000 km,Số tự động,Xe cũ,Máy xăng,580 triệu
30/09/2025,Mazda 2 1.5AT 2024,2024,Nhập khẩu,Đống Đa - Hà Nội,Sedan,12.000 km,Số tự động,Xe cũ,Máy xăng,405 triệu
11/10/2025,Mazda 2 1.5AT 2024,2024,Nhập khẩu,Việt Trì - Phú Thọ,Sedan,12.000 km,Số tự động,Xe cũ,Máy xăng,405 triệu
13/10/2025,Kia K3 1.6 Premium 2022,2022,Trong nước,An Lão - Hải Phòng,Sedan,45.000 km,Số tự động,Xe cũ,Máy xăng,548 triệu
24/09/2025,Mercedes-Benz C300 AMG 2020,2020,Trong nước,Quận 7 - Tp.HCM,Sedan,01 km,Số tự động,Xe cũ,Máy xăng,999 triệu
29/09/2025,Mazda 3 Sedan 1.5L Deluxe 2020,2020,Trong nước,An Lão - Hải Phòng,Sedan,75.000 km,Số tự động,Xe cũ,Máy xăng,479 triệu
13/10/2025,Kia Sedona 2.2 Luxury 2019,2019,Trong nước,An Lão - Hải Phòng,MPV,80.000 km,Số tự động,Xe cũ,Máy dầu,695 triệu
13/10/2025,Mazda CX-5 2.0L Premium 2016,2016,Trong nước,An Lão - Hải Phòng,SUV,122.000 km,Số tự động,Xe cũ,Máy xăng,468 triệu
25/09/2025,BMW 330i M Sport 2021,2021,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,26.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 339 triệu
24/09/2025,Volvo S90 Ultimate AWD 2020,2020,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,21.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 399 triệu
16/10/2025,Volkswagen Viloran Luxury 2024,2024,Nhập khẩu,Quận 7 - Tp.HCM,MPV,9.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 179 triệu
01/10/2025,Mercedes-Benz C300 AMG 2023,2023,Nhập khẩu,Quận 7 - Tp.HCM,Sedan,6.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 699 triệu
01/10/2025,Mercedes-Benz GLC 250 4Matic 2018,2018,Nhập khẩu,Quận 7 - Tp.HCM,SUV,20.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 059 triệu
15/10/2025,Lexus NX 300 T 2017,2017,Nhập khẩu,Quận 7 - Tp.HCM,SUV,60.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 579 triệu
13/10/2025,Hyundai Elantra 2019,2019,Trong nước,An Lão - Hải Phòng,Sedan,70.000 km,Số tự động,Xe cũ,Máy xăng,435 triệu
13/10/2025,Kia Rio 1.4 AT 2015,2015,Nhập khẩu,An Lão - Hải Phòng,Sedan,120.000 km,Số tự động,Xe cũ,Máy xăng,280 triệu
24/09/2025,Mercedes-Benz C300 AMG 2017,2017,Trong nước,Quận 7 - Tp.HCM,Sedan,97 km,Số tự động,Xe cũ,Máy xăng,777 triệu
29/09/2025,Hyundai Accent 1.4 AT 2018,2018,Trong nước,An Lão - Hải Phòng,Sedan,100.000 km,Số tự động,Xe cũ,Máy xăng,365 triệu
13/10/2025,Kia K3 1.6 Luxury 2021,2021,Trong nước,An Lão - Hải Phòng,Sedan,60.000 km,Số tự động,Xe cũ,Máy xăng,485 triệu
15/10/2025,Ford Territory Titanium X 2023,2023,Trong nước,Hoàng Mai - Hà Nội,SUV,60.000 km,Số tự động,Xe cũ,Máy xăng,775 triệu
10/10/2025,Hyundai Tucson 2.0 Đặc biệt 2023,2023,Trong nước,Hoàng Mai - Hà Nội,SUV,41.689 km,Số tự động,Xe cũ,Máy xăng,795 triệu
25/09/2025,Hyundai Tucson 1.6 Turbo HTRAC 2023,2023,Trong nước,Hoàng Mai - Hà Nội,SUV,13.689 km,Số tự động,Xe cũ,Máy xăng,869 triệu
07/10/2025,Hyundai Tucson 2.0 Đặc biệt 2021,2021,Trong nước,Hoàng Mai - Hà Nội,SUV,71.289 km,Số tự động,Xe cũ,Máy xăng,699 triệu
16/10/2025,Hyundai Tucson 2.0 Đặc biệt 2009,2009,Nhập khẩu,Hoàng Mai - Hà Nội,SUV,156.899 km,Số tự động,Xe cũ,Máy xăng,199 triệu
19/09/2025,Ford Everest 2022,2022,Nhập khẩu,Hoàng Mai - Hà Nội,SUV,67.899 km,Số tự động,Xe cũ,Máy dầu,1 tỉ 130 triệu
19/09/2025,Mazda 3 2.0L Sedan 2016,2016,Trong nước,Hoàng Mai - Hà Nội,Sedan,100.000 km,Số tự động,Xe cũ,Máy xăng,375 triệu
12/10/2025,Kia Cerato 1.6 AT Luxury 2018,2018,Trong nước,Hoàng Mai - Hà Nội,Sedan,65.689 km,Số tự động,Xe cũ,Máy xăng,395 triệu
19/09/2025,Mazda 3 Sedan 1.5L Luxury 2019,2019,Trong nước,Hoàng Mai - Hà Nội,Sedan,67.899 km,Số tự động,Xe cũ,Máy xăng,450 triệu
12/10/2025,Mazda CX-5 2.5L Luxury 2017,2017,Trong nước,Hoàng Mai - Hà Nội,SUV,96.896 km,Số tự động,Xe cũ,Máy xăng,499 triệu
18/10/2025,Mazda 3 Sedan 1.5L Premium 2018,2018,Trong nước,Quận 11 - Tp.HCM,Sedan,71.068 km,Số tự động,Xe cũ,Máy xăng,435 triệu
29/09/2025,Hyundai Accent 1.4 AT 2020,2020,Trong nước,Cầu Giấy - Hà Nội,Sedan,70.000 km,Số tự động,Xe cũ,Máy xăng,399 triệu
29/09/2025,Ford Everest Titanium 2.0 AT 4x2 2023,2023,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,29.000 km,Số tự động,Xe cũ,Máy dầu,1 tỉ 215 triệu
29/09/2025,Hyundai Accent 1.4 AT 2022,2022,Trong nước,Cầu Giấy - Hà Nội,Sedan,48.000 km,Số tự động,Xe cũ,Máy xăng,420 triệu
18/10/2025,Honda CR-V 2018,2018,Nhập khẩu,Quận 1 - Tp.HCM,SUV,76.000 km,Số tự động,Xe cũ,Máy xăng,708 triệu
17/10/2025,Hyundai Veloster 2011,2011,Nhập khẩu,Quận 1 - Tp.HCM,Coupe,120.000 km,Số tự động,Xe cũ,Máy xăng,293 triệu
16/10/2025,Nissan Navara EL 2WD 2022,2022,Nhập khẩu,Phan Rang - Tháp Chàm - Ninh Thuận,Bán tải,38.000 km,Số tự động,Xe cũ,Máy dầu,530 triệu
26/09/2025,Hyundai Grand i10 2014,2014,Nhập khẩu,Vinh - Nghệ An,Hatchback,89.000 km,Số sàn,Xe cũ,Máy xăng,145 triệu
21/09/2025,Hyundai Grand i10 2014,2014,Nhập khẩu,Hà Tĩnh - Hà Tĩnh,Hatchback,101.000 km,Số sàn,Xe cũ,Máy xăng,118 triệu
21/09/2025,Mercedes-Benz C250 AMG 2010,2010,Nhập khẩu,Vinh - Nghệ An,Sedan,81.000 km,Số tự động,Xe cũ,Máy xăng,220 triệu
21/09/2025,Hyundai Grand i10 2014,2014,Nhập khẩu,Hà Tĩnh - Hà Tĩnh,Hatchback,78.000 km,Số sàn,Xe cũ,Máy xăng,126 triệu
10/10/2025,Toyota Corolla Altis 1.8 G 2021,2021,Trong nước,Cầu Giấy - Hà Nội,Sedan,40.000 km,Số tự động,Xe cũ,Máy xăng,608 triệu
11/10/2025,Chevrolet Spark 1.0 2009,2009,Trong nước,M'Đrăk - Đắk Lắk,Hatchback,600.000 km,Số sàn,Xe cũ,Máy xăng,68 triệu
23/09/2025,Volvo XC60 B6 AWD Inscription 2021,2021,Nhập khẩu,Long Biên - Hà Nội,SUV,80.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 599 triệu
08/10/2025,Mazda CX-5 Premium Sport 2024,2024,Trong nước,Cầu Giấy - Hà Nội,SUV,10.000 km,Số tự động,Xe cũ,Máy xăng,832 triệu
03/10/2025,Suzuki Super Carry Van Blind Van 2015,2015,Trong nước,Đông Anh - Hà Nội,Van/Minivan,10.000 km,Số sàn,Xe cũ,Máy xăng,140 triệu
06/10/2025,Toyota Corolla Altis 1.8 G 2015,2015,Trong nước,Thanh Khê - Đà Nẵng,Sedan,78.000 km,Số tự động,Xe cũ,Máy xăng,395 triệu
07/10/2025,Toyota Rush S 1.5 AT 2021,2021,Nhập khẩu,Cần Thơ,SUV,140.000 km,Số tự động,Xe cũ,Máy xăng,510 triệu
29/09/2025,Ford Ranger Wildtrak 2.0L 4x4 AT 2024,2024,Trong nước,Tân Phú - Tp.HCM,Bán tải,15.000 km,Số tự động,Xe cũ,Máy dầu,865 triệu
13/10/2025,Mercedes-Benz E300 AMG 2017,2017,Trong nước,Nam Từ Liêm - Hà Nội,Sedan,59.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 039 triệu
08/10/2025,Mazda 6 2.5L Signature Premium 2021,2021,Trong nước,An Lão - Hải Phòng,,29.000 km,Số tự động,Xe cũ,Máy xăng,595 triệu
13/10/2025,Kia Sorento 2.4AT 2016,2016,Trong nước,An Lão - Hải Phòng,SUV,100.000 km,Số tự động,Xe cũ,Máy xăng,395 triệu
13/10/2025,Toyota Corolla Cross 1.8 HV 2025,2025,Trong nước,An Dương - Hải Phòng,Crossover,25 km,Số tự động,Xe cũ,Hybrid,860 triệu
13/10/2025,Toyota Corolla Cross 1.8 V  2023,2023,Trong nước,An Dương - Hải Phòng,SUV,43.000 km,Số tự động,Xe cũ,Máy xăng,700 triệu
15/10/2025,Mercedes-Benz CLA 250 4Matic 2015,2015,Nhập khẩu,Cầu Giấy - Hà Nội,Sedan,110.000 km,Số tự động,Xe cũ,Máy xăng,590 triệu
23/09/2025,Kia Sedona 2.2 DATH 2018,2018,Trong nước,Cầu Giấy - Hà Nội,MPV,81.000 km,Số tự động,Xe cũ,Máy dầu,665 triệu
10/10/2025,Audi Q5 2.0 TFSI Quattro 2017,2017,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,140.000 km,Số tự động,Xe cũ,Máy xăng,960 triệu
25/09/2025,Porsche Cayenne  2014,2014,Nhập khẩu,Quận 7 - Tp.HCM,SUV,60.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 199 triệu
15/10/2025,Ford Ranger XLS 2.0L 4x2 AT 2021,2021,Nhập khẩu,Cầu Giấy - Hà Nội,Bán tải,90.000 km,Số tự động,Xe cũ,Máy dầu,545 triệu
08/10/2025,Toyota Innova 2017,2017,Trong nước,An Lão - Hải Phòng,,100.000 km,Số tự động,Xe cũ,Máy xăng,395 triệu
01/10/2025,Hyundai Accent 1.4 AT Đặc biệt 2018,2018,Trong nước,An Lão - Hải Phòng,Sedan,80.000 km,Số tự động,Xe cũ,Máy xăng,365 triệu
25/09/2025,Mercedes-Benz E200 Exclusive V1 2022,2022,Trong nước,Cầu Giấy - Hà Nội,Sedan,15.188 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 680 triệu
07/10/2025,Mercedes-Benz GLC 200 4Matic 2022,2022,Trong nước,Quận 7 - Tp.HCM,SUV,45.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 499 triệu
07/10/2025,Mercedes-Benz GLC 300 4Matic V1 2022,2022,Trong nước,Quận 7 - Tp.HCM,SUV,50.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 759 triệu
07/10/2025,Mercedes-Benz C200 Avantgarde Plus 2021,2021,Trong nước,Quận 7 - Tp.HCM,Sedan,49.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 259 triệu
01/10/2025,Land Rover Range Rover Vogue LR-SDV8 3.0 AT 2015,2015,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,140.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 260 triệu
25/09/2025,Audi Q7 3.0 TFSI Quattro 2016,2016,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,110.179 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 099 triệu
26/09/2025,Lexus RX 350 F-Sport 2019,2019,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,129.984 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 790 triệu
29/09/2025,Toyota Land Cruiser Prado VX 2019,2019,Nhập khẩu,Cầu Giấy - Hà Nội,SUV,150.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 930 triệu
26/09/2025,Lexus LS 460L 2009,2009,Nhập khẩu,Cầu Giấy - Hà Nội,Sedan,112.000 km,Số tự động,Xe cũ,Máy xăng,770 triệu
01/10/2025,Mercedes-Benz E400 AMG 2015,2015,Nhập khẩu,Cầu Giấy - Hà Nội,Convertible,70.000 km,Số tự động,Xe cũ,Máy xăng,1 tỉ 280 triệu
26/09/2025,Mercedes-Benz S450L Luxury 2022,2022,Nhập khẩu,Cầu Giấy - Hà Nội,Sedan,36.715 km,Số tự động,Xe cũ,Máy xăng,36 triệu
17/10/2025,Ford Ranger XLS 2.0L 4x4 AT 2025,2025,Trong nước,Quận 7 - Tp.HCM,Bán tải,8.000 km,Số tự động,Xe cũ,Máy dầu,750 triệu
10/10/2025,Mercedes-Benz C63 2024,2024,Nhập khẩu,Tp.HCM,Sedan,3.500 km,Số tự động,Xe cũ,Hybrid,4 tỉ 668 triệu
29/09/2025,Kia Carens SX 2.0 AT 2011,2011,Trong nước,Đông Anh - Hà Nội,MPV,120.000 km,Số tự động,Xe cũ,Máy xăng,230 triệu
29/09/2025,Honda CR-V 2.4L TG 2010,2010,Nhập khẩu,Đông Anh - Hà Nội,SUV,100.000 km,Số tự động,Xe cũ,Máy xăng,280 triệu
17/10/2025,Kia K3 2.0 Premium 2022,2022,Trong nước,Tân Phú - Tp.HCM,Sedan,23.000 km,Số tự động,Xe cũ,Máy xăng,567 triệu
17/10/2025,VinFast LUX SA2.0 Cao cấp 2019,2019,Trong nước,Tân Phú - Tp.HCM,SUV,60.000 km,Số tự động,Xe cũ,Máy xăng,608 triệu
17/10/2025,VinFast VF8 2025,2025,Trong nước,Vĩnh Yên - Vĩnh Phúc,,42.000 km,Số tự động,Xe cũ,Máy xăng,695 triệu
17/10/2025,Toyota Innova 2.0G 2007,2007,Trong nước,Thanh Xuân - Hà Nội,MPV,20 km,Số tự động,Xe cũ,Máy xăng,160 triệu
17/10/2025,Toyota Vios 1.5G AT 2019,2019,Trong nước,Hải Phòng,Sedan,100.000 km,Số tự động,Xe cũ,Máy xăng,388 triệu
17/10/2025,Ford Territory Titanium X 2023,2023,Trong nước,Quận 7 - Tp.HCM,SUV,37.000 km,Số tự động,Xe cũ,Máy xăng,769 triệu
07/10/2025,Hyundai Accent 1.4 AT Đặc biệt 2021,2021,Trong nước,Ngô Quyền - Hải Phòng,Sedan,40.000 km,Số tự động,Xe cũ,Máy xăng,425 triệu
16/10/2025,Kia Sportage 2.0G Luxury 2022,2022,Trong nước,Ngô Quyền - Hải Phòng,SUV,13.000 km,Số tự động,Xe cũ,Máy xăng,730 triệu
22/09/2025,Kia Seltos 1.4 Premium 2022,2022,Trong nước,Ngô Quyền - Hải Phòng,SUV,40.000 km,Số tự động,Xe cũ,Máy xăng,620 triệu
16/10/2025,Kia Sonet 1.5 Luxury 2021,2021,Trong nước,Ngô Quyền - Hải Phòng,SUV,59.000 km,Số tự động,Xe cũ,Máy xăng,479 triệu
16/10/2025,Mazda 3 1.5 Hatchback 2018,2018,Trong nước,Ngô Quyền - Hải Phòng,Hatchback,52.000 km,Số tự động,Xe cũ,Máy xăng,425 triệu
03/10/2025,Hyundai Grand i10 Hatchback 1.2 AT 2024,2024,Trong nước,Quốc Oai - Hà Nội,Hatchback,16.000 km,Số tự động,Xe cũ,Máy xăng,415 triệu
19/09/2025,Toyota Yaris 1.3G 2007,2007,Nhập khẩu,Quốc Oai - Hà Nội,Hatchback,150.000 km,Số tự động,Xe cũ,Máy xăng,185 triệu
14/10/2025,Hyundai Grand i10 Hatchback 1.2 AT 2019,2019,Trong nước,Quốc Oai - Hà Nội,Hatchback,30.000 km,Số tự động,Xe cũ,Máy xăng,315 triệu
11/10/2025,Hyundai Grand Starex 2.5 MT 2019,2019,Trong nước,Đông Anh - Hà Nội,,80.000 km,Số sàn,Xe cũ,Máy dầu,1 tỉ 100 triệu
17/10/2025,Hyundai Grand i10 2014,2014,Nhập khẩu,Dĩ An - Bình Dương,Hatchback,90.000 km,Số tự động,Xe cũ,Máy xăng,209 triệu
15/10/2025,Kia Rondo 2.0 GATH 2019,2019,Trong nước,Quận 10 - Tp.HCM,Hatchback,45.000 km,Số tự động,Xe cũ,Máy xăng,398 triệu
17/10/2025,Hyundai Grand i10 Sedan 1.2 AT 2018,2018,Trong nước,Cẩm Lệ - Đà Nẵng,Sedan,99.999 km,Số tự động,Xe cũ,Máy xăng,299 triệu
17/10/2025,Volkswagen Viloran Luxury 2024,2024,Nhập khẩu,Thủ Đức - Tp.HCM,MPV,9.000 km,Số tự động,Xe cũ,Máy xăng,2 tỉ 179 triệu
17/10/2025,Hyundai Accent 1.4 MT 2020,2020,Trong nước,An Lão - Hải Phòng,Sedan,56.000 km,Số sàn,Xe cũ,Máy xăng,310 triệu
14/10/2025,Mazda 3 1.5L Sedan 2019,2019,Trong nước,Hoàng Mai - Hà Nội,Sedan,61.289 km,Số tự động,Xe cũ,Máy xăng,450 triệu
17/10/2025,VinFast VF8 2024,2024,Trong nước,Vĩnh Yên - Vĩnh Phúc,,18.000 km,Số tự động,Xe cũ,Máy xăng,855 triệu
16/10/2025,Mitsubishi Outlander 2.0 CVT 2023,2023,Trong nước,Hoàn Kiếm - Hà Nội,MPV,29.000 km,Số tự động,Xe cũ,Máy xăng,720 triệu
05/10/2025,Kia Carens EX 2.0 MT 2007,2007,Nhập khẩu,Bắc Từ Liêm - Hà Nội,MPV,170.000 km,Số sàn,Xe cũ,Máy xăng,155 triệu
